Shirogane/LearningDataCSVb2
-0.2467401,-0.1349142,-0.5864133,-0.8553797,0.1466268,-0.4550079,0.1996125,-0.9554772,-0.7670132,-0.1648441,0.6495945,-0.1754788,0.6844044,-0.2434025
