Mari/LearningDataCSVb2
-0.9326382,0.5644799,-0.1671313,-0.2562436,0.4949346,-0.3696487,-0.5493777,0.09887585,0.2579367,0.05238029,-0.5680314,-0.1216367,-0.1902199,0.07790402
